department,product_name,seller_unit,price,discount,upc,url
Health & Safety,Little Remedies Berry Flavor Gas Relief Drops,1 fl oz,,,0075618412041,https://www.kroger.com/p/little-remedies-berry-flavor-gas-relief-drops/0075618412041?fulfillment=PICKUP
Health & Safety,Culturelle Baby Calm + Comfort Probiotic + Chamomile Drops,.29 fl oz,$24.99,,0004910040052,https://www.kroger.com/p/culturelle-baby-calm-comfort-probiotic-chamomile-drops/0004910040052?fulfillment=PICKUP
Health & Safety,Babyganics Fragrance Free Foaming Dish and Bottle Soap,16 fl oz,$4.99,,0081327701242,https://www.kroger.com/p/babyganics-fragrance-free-foaming-dish-and-bottle-soap/0081327701242?fulfillment=PICKUP
Health & Safety,Mommy's Bliss Organic Baby Elderberry Immunity Boost Drops,3 fl oz,$10.98,,0067923405142,https://www.kroger.com/p/mommy-s-bliss-organic-baby-elderberry-immunity-boost-drops/0067923405142?fulfillment=PICKUP
Health & Safety,Babyganics Pure Mineral Sunscreen Sticks SPF 50,2 ct,$13.99,,0081327701530,https://www.kroger.com/p/babyganics-pure-mineral-sunscreen-sticks-spf-50/0081327701530?fulfillment=PICKUP
Health & Safety,Babyganics Mineral Based Sunscreen Lotion SPF 50,6 fl oz,$12.99,,0081327701210,https://www.kroger.com/p/babyganics-mineral-based-sunscreen-lotion-spf-50/0081327701210?fulfillment=PICKUP
Health & Safety,Ortho Home Defense Insect Killer Spray,1 gal,$40.27,,0007154902208,https://www.kroger.com/p/ortho-home-defense-insect-killer-spray/0007154902208?fulfillment=PICKUP
Bath and Diapering,Huggies Little Movers Baby Diapers Size 6,,,,0003600053591,https://www.kroger.com/p/huggies-little-movers-baby-diapers-size-6/0003600053591?fulfillment=PICKUP
Health & Safety,Munchkin Bristle Bottle Brush,1 ct,$5.99,,0073528215769,https://www.kroger.com/p/munchkin-bristle-bottle-brush/0073528215769?fulfillment=PICKUP
Bath and Diapering,Pampers Aqua Pure Sensitive Fragrance Free Baby Wipes,,,,0003700075415,https://www.kroger.com/p/pampers-aqua-pure-sensitive-fragrance-free-baby-wipes/0003700075415?fulfillment=PICKUP
Bath and Diapering,Pampers Baby-Dry Size 6 Diapers,,,,0003700086213,https://www.kroger.com/p/pampers-baby-dry-size-6-diapers/0003700086213?fulfillment=PICKUP
Bath and Diapering,Pampers Swaddlers Size 1 Diapers,,,,0003700082836,https://www.kroger.com/p/pampers-swaddlers-size-1-diapers/0003700082836?fulfillment=PICKUP
Bath and Diapering,Huggies Snug and Dry Baby Diapers Size 5,68 ct,$24.99,,0003600054649,https://www.kroger.com/p/huggies-snug-and-dry-baby-diapers-size-5/0003600054649?fulfillment=PICKUP
Bath and Diapering,Luvs Ultra Leakguards Diapers Size 5,92 pk,22.99,,0003700079594,https://www.kroger.com/p/luvs-ultra-leakguards-diapers-size-5/0003700079594?fulfillment=PICKUP
Bath and Diapering,Luvs Pro Level Leak Protection Size 6 Diapers,80 ct,22.99,,0003700079595,https://www.kroger.com/p/luvs-pro-level-leak-protection-size-6-diapers/0003700079595?fulfillment=PICKUP
Bath and Diapering,Pampers Swaddlers Size 5 Baby Diapers,,,,0003700074969,https://www.kroger.com/p/pampers-swaddlers-size-5-baby-diapers/0003700074969?fulfillment=PICKUP
Bath and Diapering,Hello Bello Baby Wipes,60 ct,2.29,,0085000049400,https://www.kroger.com/p/hello-bello-baby-wipes/0085000049400?fulfillment=PICKUP
Bath and Diapering,Aquafor Advanced Therapy Baby Healing Ointment,3 oz,8.49,,0007214063377,https://www.kroger.com/p/aquafor-advanced-therapy-baby-healing-ointment/0007214063377?fulfillment=PICKUP
Bath and Diapering,Huggies Snug and Dry Baby Diapers Size 6,19 ct,$9.49,,0003600051470,https://www.kroger.com/p/huggies-snug-and-dry-baby-diapers-size-6/0003600051470?fulfillment=PICKUP
Bath and Diapering,Pampers Swaddlers Size 2 Baby Diapers,,,,0003700082879,https://www.kroger.com/p/pampers-swaddlers-size-2-baby-diapers/0003700082879?fulfillment=PICKUP
Bath and Diapering,Goodnites Overnight Underwear for Boys,,,,0003600053362,https://www.kroger.com/p/goodnites-overnight-underwear-for-boys/0003600053362?fulfillment=PICKUP
Bath and Diapering,WaterWipes Sensitive Baby Wipes,60 ct,$4.29,,0066652204136,https://www.kroger.com/p/waterwipes-sensitive-baby-wipes/0066652204136?fulfillment=PICKUP
Bath and Diapering,Huggies Snug and Dry Baby Diapers Size 4,27 ct,$9.49,,0003600051472,https://www.kroger.com/p/huggies-snug-and-dry-baby-diapers-size-4/0003600051472?fulfillment=PICKUP
Bath and Diapering,Pampers Swaddlers Size 3 Baby Diapers,,,,0003700082881,https://www.kroger.com/p/pampers-swaddlers-size-3-baby-diapers/0003700082881?fulfillment=PICKUP
Dining,True Fabrications Wine Stain Gift Bag,1 ct,$22.09,,0087671802531,https://www.kroger.com/p/true-fabrications-wine-stain-gift-bag/0087671802531?fulfillment=PICKUP
Dining,Host Vacuum Bottle Stopper,1 ct,$19.09,,0087671803321,https://www.kroger.com/p/host-vacuum-bottle-stopper/0087671803321?fulfillment=PICKUP
Bath and Diapering,Kids Kandoo Flushable Sensitive Cleansing Wipes Soft Pack,42 ct,$1.89,,0081452101001,https://www.kroger.com/p/kids-kandoo-flushable-sensitive-cleansing-wipes-soft-pack/0081452101001?fulfillment=PICKUP
Bath and Diapering,Pull-Ups Girls' Potty Training Pants Size 5 3T-4T,,,,0003600051353,https://www.kroger.com/p/pull-ups-girls-potty-training-pants-size-5-3t-4t/0003600051353?fulfillment=PICKUP
Dining,Dip Tile Trivet - Icy Morn,1 ct,$7.60,,0004122676835,https://www.kroger.com/p/dip-tile-trivet-icy-morn/0004122676835?fulfillment=PICKUP
Dining,True Fabrications Birthday Candle Wine Bag,1 ct,$23.39,,0087671803277,https://www.kroger.com/p/true-fabrications-birthday-candle-wine-bag/0087671803277?fulfillment=PICKUP
Dining,Host Tilt Mini Variable Aerator,1 ct,$21.51,,0087671802972,https://www.kroger.com/p/host-tilt-mini-variable-aerator/0087671802972?fulfillment=PICKUP
Dining,"True Fabrications Slug Shot Glasses, Red - Set of 20",20 ct,$28.66,,0084209415091,https://www.kroger.com/p/true-fabrications-slug-shot-glasses-red-set-of-20/0084209415091?fulfillment=PICKUP
Dining,True Big Jig Double Jigger,1 ct,$18.58,,0087671802943,https://www.kroger.com/p/true-big-jig-double-jigger/0087671802943?fulfillment=PICKUP
Dining,Host Flip Bottle Stopper & Pourer,2 pk,$36.39,,0087671803319,https://www.kroger.com/p/host-flip-bottle-stopper-pourer/0087671803319?fulfillment=PICKUP
Dining,Farberware Triple-Riveted Chef Knife Set,3 pc,$12.00,,0004590812993,https://www.kroger.com/p/farberware-triple-riveted-chef-knife-set/0004590812993?fulfillment=PICKUP
Dining,Allrecipes Poly Steak Knives - 4 Pack - Gray,4.5 in,,,0004590812718,https://www.kroger.com/p/allrecipes-poly-steak-knives-4-pack-gray/0004590812718?fulfillment=PICKUP
Dining,True Jetsetter TSA Compliant Corkscrew - Black,1 ct,$36.39,,0087671802470,https://www.kroger.com/p/true-jetsetter-tsa-compliant-corkscrew-black/0087671802470?fulfillment=PICKUP
Dining,Dash of That Deluxe Waiter's Corkscrew,1 ct,$11.99,,0004122613638,https://www.kroger.com/p/dash-of-that-deluxe-waiter-s-corkscrew/0004122613638?fulfillment=PICKUP
Dining,True Fabrications Vista Measured Cocktail Shaker - Silver,14 oz,$42.34,,0087671803073,https://www.kroger.com/p/true-fabrications-vista-measured-cocktail-shaker-silver/0087671803073?fulfillment=PICKUP
Dining,True Fabrications Bottle Neck Markers,6 pc,$36.39,,0087671803539,https://www.kroger.com/p/true-fabrications-bottle-neck-markers/0087671803539?fulfillment=PICKUP
Children's Clothing & Accessories,Organic Cotton Two Piece Pajama Set With Dog Print,,,,0066182639365,https://www.kroger.com/p/organic-cotton-two-piece-pajama-set-with-dog-print/0066182639365?fulfillment=PICKUP
Dining,Dip Tile Coasters - Icy Morn,4 pk,$12.00,,0004122676834,https://www.kroger.com/p/dip-tile-coasters-icy-morn/0004122676834?fulfillment=PICKUP
Children's Clothing & Accessories,Two Piece Snowsuit Blue With Printed Penguins And Orange,,,,0066618260240,https://www.kroger.com/p/two-piece-snowsuit-blue-with-printed-penguins-and-orange/0066618260240?fulfillment=PICKUP
Children's Clothing & Accessories,"Printed Camo Two Piece Snowsuit Dark Grey, Red And Green Lime",,,,0066618260162,https://www.kroger.com/p/printed-camo-two-piece-snowsuit-dark-grey-red-and-green-lime/0066618260162?fulfillment=PICKUP
Children's Clothing & Accessories,Two Piece Snowsuit Orange And Navy Blue,,,,0066618260271,https://www.kroger.com/p/two-piece-snowsuit-orange-and-navy-blue/0066618260271?fulfillment=PICKUP
Children's Clothing & Accessories,Lil Cub Hub 1BPGCGD-M Lion Minky Blanket - Green & Brown Circle Print with Sage Dot,1,$51.80,,0071239260128,https://www.kroger.com/p/lil-cub-hub-1bpgcgd-m-lion-minky-blanket-green-brown-circle-print-with-sage-dot/0071239260128?fulfillment=PICKUP
Children's Clothing & Accessories,Betsydrake BK330B 50 x 60 in. Betsys Hummingbird on Blue Fleece Blanket,1,$49.52,,0079625896885,https://www.kroger.com/p/betsydrake-bk330b-50-x-60-in-betsys-hummingbird-on-blue-fleece-blanket/0079625896885?fulfillment=PICKUP
Children's Clothing & Accessories,Rib Legging Light Pink,,,,0066182640477,https://www.kroger.com/p/rib-legging-light-pink/0066182640477?fulfillment=PICKUP
Children's Clothing & Accessories,Legging With Ankle Print Dark Grey,,,,0066182638139,https://www.kroger.com/p/legging-with-ankle-print-dark-grey/0066182638139?fulfillment=PICKUP
Children's Clothing & Accessories,Baby Earflap Winter Hat Grey Mix,,,,0066618260700,https://www.kroger.com/p/baby-earflap-winter-hat-grey-mix/0066618260700?fulfillment=PICKUP
Children's Clothing & Accessories,Hooded Long Sleeve Fleece Top Printed Rainbows,,,,0066182638222,https://www.kroger.com/p/hooded-long-sleeve-fleece-top-printed-rainbows/0066182638222?fulfillment=PICKUP
Children's Clothing & Accessories,Organic Cotton Infant Lap Tees Short Sleeve - 2 Pack Lavender Striped,1,$11.74,,0079386999614,https://www.kroger.com/p/organic-cotton-infant-lap-tees-short-sleeve-2-pack-lavender-striped/0079386999614?fulfillment=PICKUP
Children's Clothing & Accessories,"Sleep Bag for Baby, 2 Pack, Breathable Wearable Blanket Swaddle for Newborns (Blue, Small)",,,,0085000680367,https://www.kroger.com/p/sleep-bag-for-baby-2-pack-breathable-wearable-blanket-swaddle-for-newborns-blue-small-/0085000680367?fulfillment=PICKUP
Children's Clothing & Accessories,Long Sleeve Top Brown Yellow And Heather Grey,,,,0066182639592,https://www.kroger.com/p/long-sleeve-top-brown-yellow-and-heather-grey/0066182639592?fulfillment=PICKUP
Children's Clothing & Accessories,Star Wars 822758-6-9months Darth Vader Yoda & R2-D2 Infant Bodysuit Set&#44; 6-9 Months - Pac,1,$27.27,,0019115916822,https://www.kroger.com/p/star-wars-822758-6-9months-darth-vader-yoda-r2-d2-infant-bodysuit-set-44-6-9-months-pac/0019115916822?fulfillment=PICKUP
Children's Clothing & Accessories,Heather Grey Interlock Sweat Pants and Hoodie Set,1,$17.34,,0076327628048,https://www.kroger.com/p/heather-grey-interlock-sweat-pants-and-hoodie-set/0076327628048?fulfillment=PICKUP
Children's Clothing & Accessories,Bambini Black Interlock Sleep & Play (Pack of 2) - Large,1,$13.91,,0076327625348,https://www.kroger.com/p/bambini-black-interlock-sleep-play-pack-of-2-large/0076327625348?fulfillment=PICKUP
Children's Clothing & Accessories,Detroit Tigers Prewalkers,1 unit,$21.99,,0081153403702,https://www.kroger.com/p/detroit-tigers-prewalkers/0081153403702?fulfillment=PICKUP
Children's Clothing & Accessories,Organic Cotton Top And Pant Set With Ruffles Oatmeal Mix,,,,0066182637290,https://www.kroger.com/p/organic-cotton-top-and-pant-set-with-ruffles-oatmeal-mix/0066182637290?fulfillment=PICKUP
Children's Clothing & Accessories,Long Sleeve Top With Lace Pink Coral,,,,0066182637647,https://www.kroger.com/p/long-sleeve-top-with-lace-pink-coral/0066182637647?fulfillment=PICKUP
Children's Clothing & Accessories,Long Sleeve Jersey Printed Top With Dogs,,,,0066182640021,https://www.kroger.com/p/long-sleeve-jersey-printed-top-with-dogs/0066182640021?fulfillment=PICKUP
Children's Clothing & Accessories,Organic Cotton Long Sleeve Bodysuits/Onesies - Soft Lavender 12-18m,1,$10.56,,0072380369074,https://www.kroger.com/p/organic-cotton-long-sleeve-bodysuits-onesies-soft-lavender-12-18m/0072380369074?fulfillment=PICKUP
Dining,True Party Assorted Neon Shot Glasses,1 ct,$29.89,,0084209418176,https://www.kroger.com/p/true-party-assorted-neon-shot-glasses/0084209418176?fulfillment=PICKUP
Children's Clothing & Accessories,Two Piece Snowsuit Blue Black Camo With Polar Bear Print,,,,0066182641216,https://www.kroger.com/p/two-piece-snowsuit-blue-black-camo-with-polar-bear-print/0066182641216?fulfillment=PICKUP
Candy,3 Musketeers Chocolate Candy Bar,1.92 oz,1.25, 4 For $5.00,0004000042208,https://www.kroger.com/p/3-musketeers-chocolate-candy-bar/0004000042208?fulfillment=PICKUP
Candy,Sour Patch & Swedish Fish Treat Bags Variety Pack,100 ct,,,0007046200534,https://www.kroger.com/p/sour-patch-swedish-fish-treat-bags-variety-pack/0007046200534?fulfillment=PICKUP
Candy,Sour Patch Kids Watermelon Soft & Chewy Candy,8.0 oz,$2.69,,0007046203600,https://www.kroger.com/p/sour-patch-kids-watermelon-soft-chewy-candy/0007046203600?fulfillment=PICKUP
Candy,HERSHEY'S SPECIAL DARK Mildly Sweet Chocolate XL Candy Bar,16 pieces / 4.25 oz,2.00, 3 For $6.00,0003400017414,https://www.kroger.com/p/hershey-s-special-dark-mildly-sweet-chocolate-xl-candy-bar/0003400017414?fulfillment=PICKUP
Candy,REESE'S Miniatures Milk Chocolate and Peanut Butter Cups Candy Share Pack,1 pack / 10.5 oz,$4.79,,0003400043227,https://www.kroger.com/p/reese-s-miniatures-milk-chocolate-and-peanut-butter-cups-candy-share-pack/0003400043227?fulfillment=PICKUP
Candy,York Dark Chocolate Covered Peppermint Pattie Candy,1.4 oz,$1.39,,0003400000330,https://www.kroger.com/p/york-dark-chocolate-covered-peppermint-pattie-candy/0003400000330?fulfillment=PICKUP
Candy,Mike & Ike Mega Mix Chewy Assorted Fruit Flavored Candies,5 oz,$1.25, 4 For $5.00,0007097047356,https://www.kroger.com/p/mike-ike-mega-mix-chewy-assorted-fruit-flavored-candies/0007097047356?fulfillment=PICKUP
Candy,M&M's Milk Chocolate Candy Movie Theater Box,3.1 oz,$1.25, 4 For $5.00,0004000049752,https://www.kroger.com/p/m-m-s-milk-chocolate-candy-movie-theater-box/0004000049752?fulfillment=PICKUP
Candy,HERSHEY'S Milk Chocolate with Almonds King Size Candy,2.6 oz / 1 bar,$2.29," Buy 2, Get 1 Free",0003400000221,https://www.kroger.com/p/hershey-s-milk-chocolate-with-almonds-king-size-candy/0003400000221?fulfillment=PICKUP
Candy,Baby Ruth Fun Size Chocolate Candy Bars,6 ct / 3.9 oz,1.00, 10 For $10.00,0009990072140,https://www.kroger.com/p/baby-ruth-fun-size-chocolate-candy-bars/0009990072140?fulfillment=PICKUP
Candy,Mentos Fruit Chewy Mint Candy,1.32 oz,$1.69,,0007339000016,https://www.kroger.com/p/mentos-fruit-chewy-mint-candy/0007339000016?fulfillment=PICKUP
Candy,Kinder Joy Sweet Cream Topped with Cocoa Wafer Bites,0.7 oz,$2.19,,0000980000073,https://www.kroger.com/p/kinder-joy-sweet-cream-topped-with-cocoa-wafer-bites/0000980000073?fulfillment=PICKUP
Candy,Altoids Classic Peppermint Breath Mints Hard Candy Tin,1.76 oz,2.50, 2 For $5.00,0002200015933,https://www.kroger.com/p/altoids-classic-peppermint-breath-mints-hard-candy-tin/0002200015933?fulfillment=PICKUP
Candy,EXTRA Peppermint Sugar Free Bulk Chewing Gum 35 Count,35 ct,$3.49,,0002200002036,https://www.kroger.com/p/extra-peppermint-sugar-free-bulk-chewing-gum-35-count/0002200002036?fulfillment=PICKUP
Candy,Baby Ruth Chocolatey Peanut Caramel Nougat Fun Size Candy Bars,10.2 oz,3.99,,0009990083720,https://www.kroger.com/p/baby-ruth-chocolatey-peanut-caramel-nougat-fun-size-candy-bars/0009990083720?fulfillment=PICKUP
Candy,Trident Spearmint Sugar Free Gum,0.94 oz,1.25, 4 For $5.00,0001254601107,https://www.kroger.com/p/trident-spearmint-sugar-free-gum/0001254601107?fulfillment=PICKUP
Candy,HERSHEY'S Milk Chocolate Snack Size Candy Valentine's Day Bars,8 ct / 0.45 oz,$2.00, 2 For $4.00,0003400007015,https://www.kroger.com/p/hershey-s-milk-chocolate-snack-size-candy-valentine-s-day-bars/0003400007015?fulfillment=PICKUP
Candy,Twix Fun Size Caramel Chocolate Cookie Bars,3.28 oz,$1.25,,0004000046410,https://www.kroger.com/p/twix-fun-size-caramel-chocolate-cookie-bars/0004000046410?fulfillment=PICKUP
Candy,GOOD & PLENTY Licorice Candy Box,1 box / 6 oz,$1.25, 4 For $5.00,0001070008813,https://www.kroger.com/p/good-plenty-licorice-candy-box/0001070008813?fulfillment=PICKUP
Candy,M&M'S Peanut Milk Chocolate Candy Family Size Bag,19.2 oz,6.99,,0004000051121,https://www.kroger.com/p/m-m-s-peanut-milk-chocolate-candy-family-size-bag/0004000051121?fulfillment=PICKUP
Toys & Learnings,Intex River Run II Inflatable 2 Person Float (2 Pack) + Single Tube (4 Pack),1 Piece,$258.99,,0084002380672,https://www.kroger.com/p/intex-river-run-ii-inflatable-2-person-float-2-pack-single-tube-4-pack-/0084002380672?fulfillment=PICKUP
Toys & Learnings,Gymax 7-in-1 Inflatable Water Slide Water Park Kids Bounce Castle With 735W Air Blower,1 unit,$441.20,,0067427605741,https://www.kroger.com/p/gymax-7-in-1-inflatable-water-slide-water-park-kids-bounce-castle-with-735w-air-blower/0067427605741?fulfillment=PICKUP
Toys & Learnings,"11.8 in. Pandacorn Plush with Rainbow Horn, Assorted Color - Case of 24",1,$228.49,,0078099728157,https://www.kroger.com/p/11-8-in-pandacorn-plush-with-rainbow-horn-assorted-color-case-of-24/0078099728157?fulfillment=PICKUP
Toys & Learnings,Banzai Toss Like A Boss Giant Pong Game and Slide N Fun Inflatable Bounce House,1 Piece,$327.99,,0019380230769,https://www.kroger.com/p/banzai-toss-like-a-boss-giant-pong-game-and-slide-n-fun-inflatable-bounce-house/0019380230769?fulfillment=PICKUP
Toys & Learnings,Gymax Kids Playhouse Tent Large Castle Fairy Tent Gift w/Star Lights Mat Blue + Gray,1 unit,$90.41,,0067427645338,https://www.kroger.com/p/gymax-kids-playhouse-tent-large-castle-fairy-tent-gift-w-star-lights-mat-blue-gray/0067427645338?fulfillment=PICKUP
Toys & Learnings,Bleacher Creatures Penn State Nittany Lion 10  Mascot Plush Figure,Each,$26.99,,0084079012257,https://www.kroger.com/p/bleacher-creatures-penn-state-nittany-lion-10-mascot-plush-figure/0084079012257?fulfillment=PICKUP
Toys & Learnings,"TRC Recreation Sunsation 1.75  Thick 70  Foam Lounger Swimming Pool Float, White",1 Piece,$161.99,,0001668680204,https://www.kroger.com/p/trc-recreation-sunsation-1-75-thick-70-foam-lounger-swimming-pool-float-white/0001668680204?fulfillment=PICKUP
Toys & Learnings,Etch-A-Sketch Jumbo Pool Float Giant Inflatable Swim Retro Lounge Raft Mighty Mojo,1 unit,$51.34,,0069276418296,https://www.kroger.com/p/etch-a-sketch-jumbo-pool-float-giant-inflatable-swim-retro-lounge-raft-mighty-mojo/0069276418296?fulfillment=PICKUP
Toys & Learnings,"Intex 56841EP Giant Inflatable Floating Water Pool Lake Mat Platform Pad, Teal",1 Piece,$63.44,,0007825756841,https://www.kroger.com/p/intex-56841ep-giant-inflatable-floating-water-pool-lake-mat-platform-pad-teal/0007825756841?fulfillment=PICKUP
Toys & Learnings,"Aqua Zero Gravity Inflatable Swimming Pool Chair Lounge Float, Teal Fern Green",1 Piece,$42.99,,0088983418901,https://www.kroger.com/p/aqua-zero-gravity-inflatable-swimming-pool-chair-lounge-float-teal-fern-green/0088983418901?fulfillment=PICKUP
Toys & Learnings,Tomy Sonic Tales Head Large 12 Inch Plush Figure,1 Unit,$49.99,,0005394112803,https://www.kroger.com/p/tomy-sonic-tales-head-large-12-inch-plush-figure/0005394112803?fulfillment=PICKUP
Toys & Learnings,Texas Toy Distribution S-1145 10 in. Octopus Plush Stuffed Animal Toy,1,$29.41,,0066774111983,https://www.kroger.com/p/texas-toy-distribution-s-1145-10-in-octopus-plush-stuffed-animal-toy/0066774111983?fulfillment=PICKUP
Toys & Learnings,"Aqua Leisure Luxurious Inflatable Pool Lounger Float w/ Sunshade Canopy, Blue",1 Piece,$74.99,,0088983417009,https://www.kroger.com/p/aqua-leisure-luxurious-inflatable-pool-lounger-float-w-sunshade-canopy-blue/0088983417009?fulfillment=PICKUP
Toys & Learnings,Playmobil Country Adventure Pony Ride Playset,55 pc,$29.99,,0400878970512,https://www.kroger.com/p/playmobil-country-adventure-pony-ride-playset/0400878970512?fulfillment=PICKUP
Toys & Learnings,"O'Brien XL Water Saddle Thick Floating Foam Pool & Lake Swim Seat Chair, Orange",1 Piece,$39.99,,0073091894494,https://www.kroger.com/p/o-brien-xl-water-saddle-thick-floating-foam-pool-lake-swim-seat-chair-orange/0073091894494?fulfillment=PICKUP
Toys & Learnings,LEGO Storage Minifigure Black Display Case,1 Unit,$37.99,,0088798800383,https://www.kroger.com/p/lego-storage-minifigure-black-display-case/0088798800383?fulfillment=PICKUP
Toys & Learnings,Junior Learning JRL609 My First Sight Words,1,$25.07,,0085001047609,https://www.kroger.com/p/junior-learning-jrl609-my-first-sight-words/0085001047609?fulfillment=PICKUP
Toys & Learnings,Texas Toy Distribution 126-B Lovely Musical Animal Panda Electronic Activity Toy,1,$18.28,,0066774112048,https://www.kroger.com/p/texas-toy-distribution-126-b-lovely-musical-animal-panda-electronic-activity-toy/0066774112048?fulfillment=PICKUP
Toys & Learnings,MasterPieces NCAA Michigan State Matching Game,1 ct,$17.99,,0070598881945,https://www.kroger.com/p/masterpieces-ncaa-michigan-state-matching-game/0070598881945?fulfillment=PICKUP
Pet,Temptations MixUps Chicken Catnip Cheddar Adult Cat Treats,6.3 oz,$3.79,,0002310010648,https://www.kroger.com/p/temptations-mixups-chicken-catnip-cheddar-adult-cat-treats/0002310010648?fulfillment=PICKUP
Pet,Luvsome Scoopable Cat Litter with Activated Charcoal,20 lb,$7.99,,0001111008155,https://www.kroger.com/p/luvsome-scoopable-cat-litter-with-activated-charcoal/0001111008155?fulfillment=PICKUP
Pet,Purina ONE SmartBlend Chicken & Rice Formula Natural Dry Adult Dog Food,,,,0001780047568,https://www.kroger.com/p/purina-one-smartblend-chicken-rice-formula-natural-dry-adult-dog-food/0001780047568?fulfillment=PICKUP
Pet,Temptations Classics Beef Adult Cat Treats,3 oz,$2.50,,0005849672302,https://www.kroger.com/p/temptations-classics-beef-adult-cat-treats/0005849672302?fulfillment=PICKUP
Cleaning and Household,Dixie Paper Bowls,36 ct,$3.99,,0004200015134,https://www.kroger.com/p/dixie-paper-bowls/0004200015134?fulfillment=PICKUP
Apparel & Accessories,ShedRain Manual Clip Compact Umbrella - Black,40 in,$12.99,,0009180623733,https://www.kroger.com/p/shedrain-manual-clip-compact-umbrella-black/0009180623733?fulfillment=PICKUP
Holiday,Colgate Space Jam Brushtastic! Gift Pack,1 ct,$9.99,,0003500099413,https://www.kroger.com/p/colgate-space-jam-brushtastic-gift-pack/0003500099413?fulfillment=PICKUP
Hardware & Home Improvement,Prime Snug Plug 3-Outlet Low-Profile Black Extension Cord,10 ft,$13.99,,0005473281386,https://www.kroger.com/p/prime-snug-plug-3-outlet-low-profile-black-extension-cord/0005473281386?fulfillment=PICKUP
Natural & Organic,Almond Breeze Unsweetened Original Almond Milk,1/2 gal,$3.49,,0004157005670,https://www.kroger.com/p/almond-breeze-unsweetened-original-almond-milk/0004157005670?fulfillment=PICKUP
Apparel & Accessories,ShedRain Windjammer Automatic Vented Compact Umbrella - Assorted,42 in,$15.99,,0009180623726,https://www.kroger.com/p/shedrain-windjammer-automatic-vented-compact-umbrella-assorted/0009180623726?fulfillment=PICKUP
Health & Wellness,Mucinex DM Maximum Strength 12-Hour Expectorant and Cough Suppressant Bi-Layer Tablets,14 ct,14.49,,0036382407214,https://www.kroger.com/p/mucinex-dm-maximum-strength-12-hour-expectorant-and-cough-suppressant-bi-layer-tablets/0036382407214?fulfillment=PICKUP
Health & Wellness,Vicks NyQuil SEVERE Cold and Flu Relief Max Strength Berry Flavor Liquid,12 fl oz,11.49,,0032390003815,https://www.kroger.com/p/vicks-nyquil-severe-cold-and-flu-relief-max-strength-berry-flavor-liquid/0032390003815?fulfillment=PICKUP
Health & Wellness,Vicks NyQuil Cold & Flu Nighttime Relief Cherry Flavor Medicine,12 fl oz,$9.79,,0032390001427,https://www.kroger.com/p/vicks-nyquil-cold-flu-nighttime-relief-cherry-flavor-medicine/0032390001427?fulfillment=PICKUP
Health & Wellness,Vicks DayQuil Severe Daytime Relief Non-Drowsy Honey Cold & Flu Medicine,12 fl oz,11.49,,0032390004162,https://www.kroger.com/p/vicks-dayquil-severe-daytime-relief-non-drowsy-honey-cold-flu-medicine/0032390004162?fulfillment=PICKUP
Hardware & Home Improvement,Prime 3-Outlet Indoor/Outdoor Power Adapter - Yellow,1 ct,$8.99,,0005473280782,https://www.kroger.com/p/prime-3-outlet-indoor-outdoor-power-adapter-yellow/0005473280782?fulfillment=PICKUP
Health & Wellness,5-Hour Energy Extra Strength Berry Dietary Supplement,1.93 fl oz,$3.29,,0071941070001,https://www.kroger.com/p/5-hour-energy-extra-strength-berry-dietary-supplement/0071941070001?fulfillment=PICKUP
Health & Wellness,Celsius Sparkling Strawberry Guava Energy Drink,12 fl oz,2.00, 3 For $6.00,0088939202131,https://www.kroger.com/p/celsius-sparkling-strawberry-guava-energy-drink/0088939202131?fulfillment=PICKUP
Health & Wellness,LaLa Wild Strawberry Flavored Probiotic Yogurt Smoothies,4 bottles / 7 fl oz,$4.29,,0081939302047,https://www.kroger.com/p/lala-wild-strawberry-flavored-probiotic-yogurt-smoothies/0081939302047?fulfillment=PICKUP
Health & Wellness,Ensure Original Vanilla Ready-to-Drink Nutrition Shakes,6 pk / 8 fl oz,$10.29,,0007007440711,https://www.kroger.com/p/ensure-original-vanilla-ready-to-drink-nutrition-shakes/0007007440711?fulfillment=PICKUP
Health & Wellness,Ricola Honey Lemon Echinacea Cough Suppressant Throat Drops,19 ct,$2.49,,0003660231195,https://www.kroger.com/p/ricola-honey-lemon-echinacea-cough-suppressant-throat-drops/0003660231195?fulfillment=PICKUP
Health & Wellness,Theraflu Nighttime Honey Lemon Flavored Severe Cold & Cough Packets,6 ct,$7.49,,0030067791806,https://www.kroger.com/p/theraflu-nighttime-honey-lemon-flavored-severe-cold-cough-packets/0030067791806?fulfillment=PICKUP
Health & Wellness,Ensure High Protein Vanilla Ready-to-Drink Nutrition Shakes,6 bottles / 8 fl oz,$11.89,,0007007464118,https://www.kroger.com/p/ensure-high-protein-vanilla-ready-to-drink-nutrition-shakes/0007007464118?fulfillment=PICKUP
Health & Wellness,Tylenol Extra Strength Pain Reliever & Fever Reducer Rapid Release Gelcaps,100 ct,$13.99,,0030045048828,https://www.kroger.com/p/tylenol-extra-strength-pain-reliever-fever-reducer-rapid-release-gelcaps/0030045048828?fulfillment=PICKUP
Health & Wellness,Ensure High Protein Milk Chocolate Ready-to-Drink Nutrition Shakes,6 pk / 8 fl oz,$11.89,,0007007464116,https://www.kroger.com/p/ensure-high-protein-milk-chocolate-ready-to-drink-nutrition-shakes/0007007464116?fulfillment=PICKUP
